"name","stayed","club","season","points","games","ef","minutes","plusminus","ppg","mpg","efpg","morethan15mpg","morethan5ppg"
"SIMON N",1,"medi bayreuth","2013/14",156,24,122,590,-58,6.5,24.58,5.08,"More than 15 minutes/game","More than 5 points/game"
"SPöLER T",1,"medi bayreuth","2013/14",12,10,2,52,-23,1.2,5.2,0.2,"Less than 15 minutes/game","Less than 5 points/game"
"WEEMS K",0,"medi bayreuth","2013/14",495,34,503,1105,-81,14.56,32.5,14.79,"More than 15 minutes/game","More than 5 points/game"
"WYRICK B",1,"medi bayreuth","2013/14",130,30,136,517,-13,4.33,17.23,4.53,"More than 15 minutes/game","Less than 5 points/game"
"ZEIS P",1,"medi bayreuth","2013/14",5,20,22,140,-19,0.25,7,1.1,"Less than 15 minutes/game","Less than 5 points/game"
"ECHENIQUE G",0,"MHP RIESEN Ludwigsburg","2013/14",66,10,87,201,1,6.6,20.1,8.7,"More than 15 minutes/game","More than 5 points/game"
"FLOMO P",0,"MHP RIESEN Ludwigsburg","2013/14",108,34,176,463,56,3.18,13.62,5.18,"Less than 15 minutes/game","Less than 5 points/game"
"GRANT K",0,"MHP RIESEN Ludwigsburg","2013/14",518,32,437,975,64,16.19,30.47,13.66,"More than 15 minutes/game","More than 5 points/game"
"HARRIS C",0,"MHP RIESEN Ludwigsburg","2013/14",327,33,283,686,-20,9.91,20.79,8.58,"More than 15 minutes/game","More than 5 points/game"
"HUFF S",0,"MHP RIESEN Ludwigsburg","2013/14",337,34,313,782,-27,9.91,23,9.21,"More than 15 minutes/game","More than 5 points/game"
"ISHIZAKI T",0,"MHP RIESEN Ludwigsburg","2013/14",15,5,5,62,-34,3,12.4,1,"Less than 15 minutes/game","Less than 5 points/game"
"JOOS J",1,"MHP RIESEN Ludwigsburg","2013/14",3,3,2,4,11,1,1.33,0.67,"Less than 15 minutes/game","Less than 5 points/game"
"KARL C",0,"MHP RIESEN Ludwigsburg","2013/14",248,20,304,666,67,12.4,33.3,15.2,"More than 15 minutes/game","More than 5 points/game"
"KOCH T",1,"MHP RIESEN Ludwigsburg","2013/14",30,15,21,105,5,2,7,1.4,"Less than 15 minutes/game","Less than 5 points/game"
"MCGHEE G",0,"MHP RIESEN Ludwigsburg","2013/14",151,22,180,402,33,6.86,18.27,8.18,"More than 15 minutes/game","More than 5 points/game"
"SMITH T",0,"MHP RIESEN Ludwigsburg","2013/14",95,14,86,270,-29,6.79,19.29,6.14,"More than 15 minutes/game","More than 5 points/game"
"STOCKTON M",0,"MHP RIESEN Ludwigsburg","2013/14",391,34,391,1048,69,11.5,30.82,11.5,"More than 15 minutes/game","More than 5 points/game"
"STOJIC M",0,"MHP RIESEN Ludwigsburg","2013/14",116,32,94,451,-21,3.62,14.09,2.94,"Less than 15 minutes/game","Less than 5 points/game"
"TOMASZEK R",0,"MHP RIESEN Ludwigsburg","2013/14",76,33,86,258,-74,2.3,7.82,2.61,"Less than 15 minutes/game","Less than 5 points/game"
"WALESKOWSKI A",0,"MHP RIESEN Ludwigsburg","2013/14",214,27,222,443,79,7.93,16.41,8.22,"More than 15 minutes/game","More than 5 points/game"
"CALOIARO A",0,"Mitteldeutscher BC","2013/14",487,34,586,1063,-25,14.32,31.26,17.24,"More than 15 minutes/game","More than 5 points/game"
"CLAY O",0,"Mitteldeutscher BC","2013/14",44,14,46,136,-36,3.14,9.71,3.29,"Less than 15 minutes/game","Less than 5 points/game"
"CUFFEE M",0,"Mitteldeutscher BC","2013/14",330,25,289,690,-40,13.2,27.6,11.56,"More than 15 minutes/game","More than 5 points/game"
"HAIN D",0,"Mitteldeutscher BC","2013/14",15,29,9,226,-66,0.52,7.79,0.31,"Less than 15 minutes/game","Less than 5 points/game"
"HATTEN M",0,"Mitteldeutscher BC","2013/14",340,25,386,818,41,13.6,32.72,15.44,"More than 15 minutes/game","More than 5 points/game"
"KOVACEVIC H",0,"Mitteldeutscher BC","2013/14",264,28,231,760,-61,9.43,27.14,8.25,"More than 15 minutes/game","More than 5 points/game"
"LEUTLOFF S",1,"Mitteldeutscher BC","2013/14",86,34,90,411,-111,2.53,12.09,2.65,"Less than 15 minutes/game","Less than 5 points/game"
"MEIERS M",0,"Mitteldeutscher BC","2013/14",193,30,222,471,-37,6.43,15.7,7.4,"More than 15 minutes/game","More than 5 points/game"
"PANTELIC D",1,"Mitteldeutscher BC","2013/14",215,33,344,763,-13,6.52,23.12,10.42,"More than 15 minutes/game","More than 5 points/game"
"PARKER A",0,"Mitteldeutscher BC","2013/14",385,28,250,759,-85,13.75,27.11,8.93,"More than 15 minutes/game","More than 5 points/game"
"SCHWARZ M",1,"Mitteldeutscher BC","2013/14",250,34,147,684,-90,7.35,20.12,4.32,"More than 15 minutes/game","More than 5 points/game"
"SIMON W",0,"Mitteldeutscher BC","2013/14",20,17,13,80,-67,1.18,4.71,0.76,"Less than 15 minutes/game","Less than 5 points/game"
"BELL D",1,"Phoenix Hagen","2013/14",549,34,408,1055,-50,16.15,31.03,12,"More than 15 minutes/game","More than 5 points/game"
"BLECK F",1,"Phoenix Hagen","2013/14",40,20,44,152,-39,2,7.6,2.2,"Less than 15 minutes/game","Less than 5 points/game"
"DAHMEN R",0,"Phoenix Hagen","2013/14",0,2,-1,3,7,0,1.5,-0.5,"Less than 15 minutes/game","Less than 5 points/game"
"DORRIS M",1,"Phoenix Hagen","2013/14",416,34,297,804,-74,12.24,23.65,8.74,"More than 15 minutes/game","More than 5 points/game"
"DUGAT H",0,"Phoenix Hagen","2013/14",362,31,282,672,-33,11.68,21.68,9.1,"More than 15 minutes/game","More than 5 points/game"
"FRITZE S",0,"Phoenix Hagen","2013/14",5,5,4,20,8,1,4,0.8,"Less than 15 minutes/game","Less than 5 points/game"
"GESKE N",0,"Phoenix Hagen","2013/14",24,19,14,149,-26,1.26,7.84,0.74,"Less than 15 minutes/game","Less than 5 points/game"
"GORDON L",1,"Phoenix Hagen","2013/14",528,34,563,1135,-126,15.53,33.38,16.56,"More than 15 minutes/game","More than 5 points/game"
"GREGORY D",1,"Phoenix Hagen","2013/14",271,33,348,918,-142,8.21,27.82,10.55,"More than 15 minutes/game","More than 5 points/game"
"KHARTCHENKOV N",0,"Phoenix Hagen","2013/14",136,28,89,301,-29,4.86,10.75,3.18,"Less than 15 minutes/game","Less than 5 points/game"
"KRUEL B",1,"Phoenix Hagen","2013/14",59,30,66,204,-14,1.97,6.8,2.2,"Less than 15 minutes/game","Less than 5 points/game"
"KRUME M",0,"Phoenix Hagen","2013/14",10,13,9,51,-20,0.77,3.92,0.69,"Less than 15 minutes/game","Less than 5 points/game"
"RAMSEY K",0,"Phoenix Hagen","2013/14",230,33,440,910,-136,6.97,27.58,13.33,"More than 15 minutes/game","More than 5 points/game"
"WENDT O",1,"Phoenix Hagen","2013/14",116,31,117,443,-86,3.74,14.29,3.77,"Less than 15 minutes/game","Less than 5 points/game"
"CLYBURN W",0,"ratiopharm ulm","2013/14",308,34,311,748,88,9.06,22,9.15,"More than 15 minutes/game","More than 5 points/game"
"GAUSA K",1,"ratiopharm ulm","2013/14",13,3,23,23,22,4.33,7.67,7.67,"Less than 15 minutes/game","Less than 5 points/game"
"GüNTHER P",1,"ratiopharm ulm","2013/14",373,34,334,817,110,10.97,24.03,9.82,"More than 15 minutes/game","More than 5 points/game"
"HESS A",0,"ratiopharm ulm","2013/14",182,31,180,566,35,5.87,18.26,5.81,"More than 15 minutes/game","More than 5 points/game"
"HOWARD M",0,"ratiopharm ulm","2013/14",312,32,380,660,93,9.75,20.62,11.88,"More than 15 minutes/game","More than 5 points/game"
"HUMMER I",0,"ratiopharm ulm","2013/14",11,8,2,64,-35,1.38,8,0.25,"Less than 15 minutes/game","Less than 5 points/game"
"JöNKE T",1,"ratiopharm ulm","2013/14",34,11,31,74,-13,3.09,6.73,2.82,"Less than 15 minutes/game","Less than 5 points/game"
"LONG C",0,"ratiopharm ulm","2013/14",351,30,295,798,66,11.7,26.6,9.83,"More than 15 minutes/game","More than 5 points/game"
"MAIER J",0,"ratiopharm ulm","2013/14",17,11,25,51,-24,1.55,4.64,2.27,"Less than 15 minutes/game","Less than 5 points/game"
"NANKIVIL K",1,"ratiopharm ulm","2013/14",181,30,242,615,52,6.03,20.5,8.07,"More than 15 minutes/game","More than 5 points/game"
"PLAISTED T",0,"ratiopharm ulm","2013/14",266,32,353,663,15,8.31,20.72,11.03,"More than 15 minutes/game","More than 5 points/game"
"SCHWETHELM P",1,"ratiopharm ulm","2013/14",190,30,225,608,45,6.33,20.27,7.5,"More than 15 minutes/game","More than 5 points/game"
"SOSA E",0,"ratiopharm ulm","2013/14",314,30,247,602,1,10.47,20.07,8.23,"More than 15 minutes/game","More than 5 points/game"
"THEIS D",1,"ratiopharm ulm","2013/14",262,30,350,602,108,8.73,20.07,11.67,"More than 15 minutes/game","More than 5 points/game"
"WARE D",0,"ratiopharm ulm","2013/14",0,1,-1,2,-8,0,2,-1,"Less than 15 minutes/game","Less than 5 points/game"
"BETZ S",0,"s.Oliver Baskets","2013/14",57,12,71,172,-18,4.75,14.33,5.92,"Less than 15 minutes/game","Less than 5 points/game"
"BOONE J",1,"s.Oliver Baskets","2013/14",235,28,244,568,59,8.39,20.29,8.71,"More than 15 minutes/game","More than 5 points/game"
"BOYKIN J",0,"s.Oliver Baskets","2013/14",17,3,21,54,-32,5.67,18,7,"More than 15 minutes/game","More than 5 points/game"
"CARTER D",0,"s.Oliver Baskets","2013/14",128,16,124,347,16,8,21.69,7.75,"More than 15 minutes/game","More than 5 points/game"
"HARRIS R",0,"s.Oliver Baskets","2013/14",228,20,168,373,-29,11.4,18.65,8.4,"More than 15 minutes/game","More than 5 points/game"
"JACOBSON B",1,"s.Oliver Baskets","2013/14",98,26,92,444,-37,3.77,17.08,3.54,"More than 15 minutes/game","Less than 5 points/game"
"KLEBER M",0,"s.Oliver Baskets","2013/14",227,23,270,575,-75,9.87,25,11.74,"More than 15 minutes/game","More than 5 points/game"
"LITTLE J",1,"s.Oliver Baskets","2013/14",187,33,185,755,-79,5.67,22.88,5.61,"More than 15 minutes/game","More than 5 points/game"
"MACK L",0,"s.Oliver Baskets","2013/14",33,6,29,96,-30,5.5,16,4.83,"More than 15 minutes/game","More than 5 points/game"
"MCKINNEY J",1,"s.Oliver Baskets","2013/14",258,33,223,800,-82,7.82,24.24,6.76,"More than 15 minutes/game","More than 5 points/game"
"MCNAUGHTON C",1,"s.Oliver Baskets","2013/14",276,34,297,629,-118,8.12,18.5,8.74,"More than 15 minutes/game","More than 5 points/game"
"SOMMERVILLE M",0,"s.Oliver Baskets","2013/14",171,15,156,393,-43,11.4,26.2,10.4,"More than 15 minutes/game","More than 5 points/game"
"SPODEN R",0,"s.Oliver Baskets","2013/14",117,30,103,366,43,3.9,12.2,3.43,"Less than 15 minutes/game","Less than 5 points/game"
"STUCKEY M",1,"s.Oliver Baskets","2013/14",234,32,201,630,-121,7.31,19.69,6.28,"More than 15 minutes/game","More than 5 points/game"
"UGRAI M",1,"s.Oliver Baskets","2013/14",12,14,16,52,-5,0.86,3.71,1.14,"Less than 15 minutes/game","Less than 5 points/game"
"WATERS D",0,"s.Oliver Baskets","2013/14",198,16,169,475,-48,12.38,29.69,10.56,"More than 15 minutes/game","More than 5 points/game"
"ANDERSON J",0,"TBB Trier","2013/14",356,34,330,1069,-199,10.47,31.44,9.71,"More than 15 minutes/game","More than 5 points/game"
"BUCKNOR J",1,"TBB Trier","2013/14",251,27,312,703,44,9.3,26.04,11.56,"More than 15 minutes/game","More than 5 points/game"
"BUNTIC L",1,"TBB Trier","2013/14",0,2,-3,5,0,0,2.5,-1.5,"Less than 15 minutes/game","Less than 5 points/game"
"CANTY A",0,"TBB Trier","2013/14",0,1,-2,2,-7,0,2,-2,"Less than 15 minutes/game","Less than 5 points/game"
"CHIKOKO V",1,"TBB Trier","2013/14",273,34,289,717,-99,8.03,21.09,8.5,"More than 15 minutes/game","More than 5 points/game"
"HUGHES T",0,"TBB Trier","2013/14",462,31,415,948,-6,14.9,30.58,13.39,"More than 15 minutes/game","More than 5 points/game"
"MöNNINGHOFF M",1,"TBB Trier","2013/14",149,30,107,648,-109,4.97,21.6,3.57,"More than 15 minutes/game","Less than 5 points/game"
"PETRIC M",0,"TBB Trier","2013/14",33,23,11,166,-42,1.43,7.22,0.48,"Less than 15 minutes/game","Less than 5 points/game"
"SAMENAS L",0,"TBB Trier","2013/14",266,30,189,621,20,8.87,20.7,6.3,"More than 15 minutes/game","More than 5 points/game"
"SCHMIDT S",0,"TBB Trier","2013/14",115,34,135,472,-41,3.38,13.88,3.97,"Less than 15 minutes/game","Less than 5 points/game"
"SEIFERTH A",1,"TBB Trier","2013/14",367,31,344,751,-114,11.84,24.23,11.1,"More than 15 minutes/game","More than 5 points/game"
"WARD W",0,"TBB Trier","2013/14",214,33,230,652,-72,6.48,19.76,6.97,"More than 15 minutes/game","More than 5 points/game"
"WENZL A",0,"TBB Trier","2013/14",18,8,14,35,-20,2.25,4.38,1.75,"Less than 15 minutes/game","Less than 5 points/game"
"BLASS V",0,"Telekom Baskets Bonn","2013/14",2,2,1,2,2,1,1,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"BROOKS R",0,"Telekom Baskets Bonn","2013/14",490,34,426,908,70,14.41,26.71,12.53,"More than 15 minutes/game","More than 5 points/game"
"GAFFNEY T",0,"Telekom Baskets Bonn","2013/14",259,25,300,757,-3,10.36,30.28,12,"More than 15 minutes/game","More than 5 points/game"
"JORDAN J",1,"Telekom Baskets Bonn","2013/14",231,23,378,763,79,10.04,33.17,16.43,"More than 15 minutes/game","More than 5 points/game"
"KOCH F",1,"Telekom Baskets Bonn","2013/14",28,29,7,141,0,0.97,4.86,0.24,"Less than 15 minutes/game","Less than 5 points/game"
"LAWRENCE E",0,"Telekom Baskets Bonn","2013/14",112,11,144,311,12,10.18,28.27,13.09,"More than 15 minutes/game","More than 5 points/game"
"LOOBY K",0,"Telekom Baskets Bonn","2013/14",143,34,227,514,-42,4.21,15.12,6.68,"More than 15 minutes/game","Less than 5 points/game"
"MANGOLD A",1,"Telekom Baskets Bonn","2013/14",150,34,142,578,1,4.41,17,4.18,"More than 15 minutes/game","Less than 5 points/game"
"MCCRAY D",1,"Telekom Baskets Bonn","2013/14",162,34,96,484,-19,4.76,14.24,2.82,"Less than 15 minutes/game","Less than 5 points/game"
"MCLEAN J",1,"Telekom Baskets Bonn","2013/14",452,33,541,899,16,13.7,27.24,16.39,"More than 15 minutes/game","More than 5 points/game"
"VEIKALAS B",1,"Telekom Baskets Bonn","2013/14",458,34,387,944,-4,13.47,27.76,11.38,"More than 15 minutes/game","More than 5 points/game"
"WACHALSKI S",0,"Telekom Baskets Bonn","2013/14",126,33,131,339,33,3.82,10.27,3.97,"Less than 15 minutes/game","Less than 5 points/game"
"WOLF E",0,"Telekom Baskets Bonn","2013/14",20,9,16,44,30,2.22,4.89,1.78,"Less than 15 minutes/game","Less than 5 points/game"
"ZAVACKAS D",0,"Telekom Baskets Bonn","2013/14",64,7,67,208,48,9.14,29.71,9.57,"More than 15 minutes/game","More than 5 points/game"
"ALBUS J",1,"WALTER Tigers Tübingen","2013/14",41,19,50,153,12,2.16,8.05,2.63,"Less than 15 minutes/game","Less than 5 points/game"
"COOK D",0,"WALTER Tigers Tübingen","2013/14",194,15,158,430,-52,12.93,28.67,10.53,"More than 15 minutes/game","More than 5 points/game"
"HARRIS A",0,"WALTER Tigers Tübingen","2013/14",317,29,295,783,-230,10.93,27,10.17,"More than 15 minutes/game","More than 5 points/game"
"KASHIROV A",0,"WALTER Tigers Tübingen","2013/14",167,17,189,350,11,9.82,20.59,11.12,"More than 15 minutes/game","More than 5 points/game"
"LISCHKA J",1,"WALTER Tigers Tübingen","2013/14",85,17,119,241,-44,5,14.18,7,"Less than 15 minutes/game","Less than 5 points/game"
"MITTMANN N",0,"WALTER Tigers Tübingen","2013/14",106,34,152,589,-86,3.12,17.32,4.47,"More than 15 minutes/game","Less than 5 points/game"
"NADJFEJI A",0,"WALTER Tigers Tübingen","2013/14",155,17,125,402,-125,9.12,23.65,7.35,"More than 15 minutes/game","More than 5 points/game"
"NASH T",1,"WALTER Tigers Tübingen","2013/14",347,33,411,947,-139,10.52,28.7,12.45,"More than 15 minutes/game","More than 5 points/game"
"OEHLE R",1,"WALTER Tigers Tübingen","2013/14",38,16,20,139,-74,2.38,8.69,1.25,"Less than 15 minutes/game","Less than 5 points/game"
"RADOSAVLJEVIC B",0,"WALTER Tigers Tübingen","2013/14",261,34,233,532,-160,7.68,15.65,6.85,"More than 15 minutes/game","More than 5 points/game"
"RATKOVICA B",0,"WALTER Tigers Tübingen","2013/14",237,27,243,801,-103,8.78,29.67,9,"More than 15 minutes/game","More than 5 points/game"
"SIMONS B",0,"WALTER Tigers Tübingen","2013/14",9,6,6,50,-20,1.5,8.33,1,"Less than 15 minutes/game","Less than 5 points/game"
"WALLACE J",0,"WALTER Tigers Tübingen","2013/14",395,27,346,756,-117,14.63,28,12.81,"More than 15 minutes/game","More than 5 points/game"
"YOUNG J",1,"WALTER Tigers Tübingen","2013/14",198,29,198,619,-137,6.83,21.34,6.83,"More than 15 minutes/game","More than 5 points/game"
"AKPINAR I",1,"ALBA BERLIN","2014/15",58,18,34,101,47,3.22,5.61,1.89,"Less than 15 minutes/game","Less than 5 points/game"
"BANIC M",0,"ALBA BERLIN","2014/15",293,31,315,588,170,9.45,18.97,10.16,"More than 15 minutes/game","More than 5 points/game"
"GIFFEY N",0,"ALBA BERLIN","2014/15",238,34,242,604,194,7,17.76,7.12,"More than 15 minutes/game","More than 5 points/game"
"HAMMONDS C",1,"ALBA BERLIN","2014/15",277,30,320,811,231,9.23,27.03,10.67,"More than 15 minutes/game","More than 5 points/game"
"KING A",1,"ALBA BERLIN","2014/15",220,34,241,621,170,6.47,18.26,7.09,"More than 15 minutes/game","More than 5 points/game"
"MCLEAN J",0,"ALBA BERLIN","2014/15",404,29,502,671,155,13.93,23.14,17.31,"More than 15 minutes/game","More than 5 points/game"
"RADOSEVIC L",1,"ALBA BERLIN","2014/15",292,29,281,630,132,10.07,21.72,9.69,"More than 15 minutes/game","More than 5 points/game"
"REDDING R",1,"ALBA BERLIN","2014/15",355,33,407,880,271,10.76,26.67,12.33,"More than 15 minutes/game","More than 5 points/game"
"RENFROE A",0,"ALBA BERLIN","2014/15",349,32,466,821,203,10.91,25.66,14.56,"More than 15 minutes/game","More than 5 points/game"
"SEIFERTH M",0,"ALBA BERLIN","2014/15",2,2,4,3,0,1,1.5,2,"Less than 15 minutes/game","Less than 5 points/game"
"VARGAS A",1,"ALBA BERLIN","2014/15",195,34,229,623,143,5.74,18.32,6.74,"More than 15 minutes/game","More than 5 points/game"
"WAGNER M",0,"ALBA BERLIN","2014/15",9,4,8,14,13,2.25,3.5,2,"Less than 15 minutes/game","Less than 5 points/game"
"WOHLFARTH-BOTTERMANN J",1,"ALBA BERLIN","2014/15",67,25,92,193,71,2.68,7.72,3.68,"Less than 15 minutes/game","Less than 5 points/game"
"DORETH B",1,"Artland Dragons","2014/15",107,34,139,581,-54,3.15,17.09,4.09,"More than 15 minutes/game","Less than 5 points/game"
"EVERETT T",0,"Artland Dragons","2014/15",72,9,80,171,5,8,19,8.89,"More than 15 minutes/game","More than 5 points/game"
"FREASE K",1,"Artland Dragons","2014/15",138,16,171,246,20,8.62,15.38,10.69,"More than 15 minutes/game","More than 5 points/game"
"GRAVES A",1,"Artland Dragons","2014/15",376,32,334,857,-62,11.75,26.78,10.44,"More than 15 minutes/game","More than 5 points/game"
"GRüNHEID G",1,"Artland Dragons","2014/15",83,31,104,242,13,2.68,7.81,3.35,"Less than 15 minutes/game","Less than 5 points/game"
"HILL L",1,"Artland Dragons","2014/15",323,34,390,814,16,9.5,23.94,11.47,"More than 15 minutes/game","More than 5 points/game"
"HOLSTON D",1,"Artland Dragons","2014/15",264,24,348,608,74,11,25.33,14.5,"More than 15 minutes/game","More than 5 points/game"
"HORNER D",0,"Artland Dragons","2014/15",127,24,142,326,-55,5.29,13.58,5.92,"Less than 15 minutes/game","More than 5 points/game"
"MCCRAY D",0,"Artland Dragons","2014/15",137,32,149,502,34,4.28,15.69,4.66,"More than 15 minutes/game","Less than 5 points/game"
"SCHWARTZ T",0,"Artland Dragons","2014/15",4,7,1,15,19,0.57,2.14,0.14,"Less than 15 minutes/game","Less than 5 points/game"
"SEIFERTH A",0,"Artland Dragons","2014/15",249,34,250,544,-7,7.32,16,7.35,"More than 15 minutes/game","More than 5 points/game"
"THOMAS B",1,"Artland Dragons","2014/15",408,34,420,941,-55,12,27.68,12.35,"More than 15 minutes/game","More than 5 points/game"
"TOPPERT C",0,"Artland Dragons","2014/15",214,34,185,459,7,6.29,13.5,5.44,"Less than 15 minutes/game","More than 5 points/game"
"ABROMAITIS T",0,"Basketball Löwen Braunschweig","2014/15",489,34,558,1021,31,14.38,30.03,16.41,"More than 15 minutes/game","More than 5 points/game"
"ADLER C",0,"Basketball Löwen Braunschweig","2014/15",63,27,69,254,-15,2.33,9.41,2.56,"Less than 15 minutes/game","Less than 5 points/game"
"ALLEN D",0,"Basketball Löwen Braunschweig","2014/15",342,34,341,688,-68,10.06,20.24,10.03,"More than 15 minutes/game","More than 5 points/game"
"BOGDANOV M",1,"Basketball Löwen Braunschweig","2014/15",13,7,1,37,7,1.86,5.29,0.14,"Less than 15 minutes/game","Less than 5 points/game"
"GERTZ L",1,"Basketball Löwen Braunschweig","2014/15",23,26,14,197,-69,0.88,7.58,0.54,"Less than 15 minutes/game","Less than 5 points/game"
"JOHNSON D",1,"Basketball Löwen Braunschweig","2014/15",8,9,10,18,-1,0.89,2,1.11,"Less than 15 minutes/game","Less than 5 points/game"
"JOYCE D",0,"Basketball Löwen Braunschweig","2014/15",406,33,430,1061,-5,12.3,32.15,13.03,"More than 15 minutes/game","More than 5 points/game"
"LOCKETT T",0,"Basketball Löwen Braunschweig","2014/15",374,30,411,922,12,12.47,30.73,13.7,"More than 15 minutes/game","More than 5 points/game"
"MCELROY I",1,"Basketball Löwen Braunschweig","2014/15",250,34,326,978,-4,7.35,28.76,9.59,"More than 15 minutes/game","More than 5 points/game"
"PLUSKOTA M",1,"Basketball Löwen Braunschweig","2014/15",95,27,122,268,19,3.52,9.93,4.52,"Less than 15 minutes/game","Less than 5 points/game"
"SIMON N",0,"Basketball Löwen Braunschweig","2014/15",190,34,170,685,-43,5.59,20.15,5,"More than 15 minutes/game","More than 5 points/game"
"THEIS S",0,"Basketball Löwen Braunschweig","2014/15",13,16,8,71,-14,0.81,4.44,0.5,"Less than 15 minutes/game","Less than 5 points/game"
"VISSER K",1,"Basketball Löwen Braunschweig","2014/15",353,33,400,667,-20,10.7,20.21,12.12,"More than 15 minutes/game","More than 5 points/game"
"BAGARIC D",0,"Brose Bamberg","2014/15",25,20,33,89,24,1.25,4.45,1.65,"Less than 15 minutes/game","Less than 5 points/game"
"BROWN C",0,"Brose Bamberg","2014/15",27,3,20,44,-7,9,14.67,6.67,"Less than 15 minutes/game","More than 5 points/game"
"DUNCAN J",0,"Brose Bamberg","2014/15",229,18,267,416,156,12.72,23.11,14.83,"More than 15 minutes/game","More than 5 points/game"
"HARRIS E",1,"Brose Bamberg","2014/15",223,32,269,522,122,6.97,16.31,8.41,"More than 15 minutes/game","More than 5 points/game"
"MBAKWE T",0,"Brose Bamberg","2014/15",347,33,556,780,215,10.52,23.64,16.85,"More than 15 minutes/game","More than 5 points/game"
"MILLER D",0,"Brose Bamberg","2014/15",86,9,88,173,80,9.56,19.22,9.78,"More than 15 minutes/game","More than 5 points/game"
"OBST A",0,"Brose Bamberg","2014/15",31,18,30,99,33,1.72,5.5,1.67,"Less than 15 minutes/game","Less than 5 points/game"
"ROBINSON D",0,"Brose Bamberg","2014/15",147,14,127,322,133,10.5,23,9.07,"More than 15 minutes/game","More than 5 points/game"
"SCHMIDT D",1,"Brose Bamberg","2014/15",20,21,21,74,14,0.95,3.52,1,"Less than 15 minutes/game","Less than 5 points/game"
"STRELNIEKS J",0,"Brose Bamberg","2014/15",338,33,343,876,293,10.24,26.55,10.39,"More than 15 minutes/game","More than 5 points/game"
"TADDA K",1,"Brose Bamberg","2014/15",119,34,188,593,223,3.5,17.44,5.53,"More than 15 minutes/game","Less than 5 points/game"
"THEIS D",0,"Brose Bamberg","2014/15",337,33,450,675,340,10.21,20.45,13.64,"More than 15 minutes/game","More than 5 points/game"
"THIEMANN J",1,"Brose Bamberg","2014/15",0,5,1,13,11,0,2.6,0.2,"Less than 15 minutes/game","Less than 5 points/game"
"THOMPSON R",0,"Brose Bamberg","2014/15",428,31,417,866,373,13.81,27.94,13.45,"More than 15 minutes/game","More than 5 points/game"
"WANAMAKER B",0,"Brose Bamberg","2014/15",427,33,507,955,345,12.94,28.94,15.36,"More than 15 minutes/game","More than 5 points/game"
"BAUES H",1,"Eisbären Bremerhaven","2014/15",0,2,0,2,5,0,1,0,"Less than 15 minutes/game","Less than 5 points/game"
"EHAMBE M",0,"Eisbären Bremerhaven","2014/15",466,34,358,1017,-147,13.71,29.91,10.53,"More than 15 minutes/game","More than 5 points/game"
"EL DOMIATY J",1,"Eisbären Bremerhaven","2014/15",90,27,80,334,-82,3.33,12.37,2.96,"Less than 15 minutes/game","Less than 5 points/game"
"HESSON M",0,"Eisbären Bremerhaven","2014/15",390,32,382,735,-26,12.19,22.97,11.94,"More than 15 minutes/game","More than 5 points/game"
"KERUSCH S",0,"Eisbären Bremerhaven","2014/15",65,12,62,157,-25,5.42,13.08,5.17,"Less than 15 minutes/game","More than 5 points/game"
"LIGGINS D",0,"Eisbären Bremerhaven","2014/15",46,10,95,267,-26,4.6,26.7,9.5,"More than 15 minutes/game","Less than 5 points/game"
"O‘BRIEN J",0,"Eisbären Bremerhaven","2014/15",161,23,174,373,-38,7,16.22,7.57,"More than 15 minutes/game","More than 5 points/game"
"SCHNEIDERS N",1,"Eisbären Bremerhaven","2014/15",104,31,123,336,-4,3.35,10.84,3.97,"Less than 15 minutes/game","Less than 5 points/game"
"SCHULTZE S",0,"Eisbären Bremerhaven","2014/15",142,34,93,549,-120,4.18,16.15,2.74,"More than 15 minutes/game","Less than 5 points/game"
"SEARCY D",1,"Eisbären Bremerhaven","2014/15",392,33,505,899,-211,11.88,27.24,15.3,"More than 15 minutes/game","More than 5 points/game"
"SMITH J",0,"Eisbären Bremerhaven","2014/15",141,12,163,326,-12,11.75,27.17,13.58,"More than 15 minutes/game","More than 5 points/game"
"STüCKEMANN F",0,"Eisbären Bremerhaven","2014/15",49,30,40,280,-91,1.63,9.33,1.33,"Less than 15 minutes/game","Less than 5 points/game"
"WILLIAMS L",0,"Eisbären Bremerhaven","2014/15",300,28,374,876,-51,10.71,31.29,13.36,"More than 15 minutes/game","More than 5 points/game"
"WILLIAMSON A",0,"Eisbären Bremerhaven","2014/15",9,5,4,25,-16,1.8,5,0.8,"Less than 15 minutes/game","Less than 5 points/game"
"ZEEB G",0,"Eisbären Bremerhaven","2014/15",0,7,-1,22,0,0,3.14,-0.14,"Less than 15 minutes/game","Less than 5 points/game"
"ALEKSANDROV N",1,"EWE Baskets Oldenburg","2014/15",348,34,340,824,41,10.24,24.24,10,"More than 15 minutes/game","More than 5 points/game"
"CHUBB A",1,"EWE Baskets Oldenburg","2014/15",428,34,455,838,50,12.59,24.65,13.38,"More than 15 minutes/game","More than 5 points/game"
"JENKINS J",1,"EWE Baskets Oldenburg","2014/15",336,30,252,692,26,11.2,23.07,8.4,"More than 15 minutes/game","More than 5 points/game"
"KRAMER C",1,"EWE Baskets Oldenburg","2014/15",245,34,390,922,85,7.21,27.12,11.47,"More than 15 minutes/game","More than 5 points/game"
